tags,p0_conflict,p0_bad_output,bad_output,total,both_bad_output,model_size,model,response_type,prompt_type
Fiction,15,31,28,83,22,small,tiiuae--falcon-7b-instruct,4_options,P1
Misconception,27,42,25,102,22,small,tiiuae--falcon-7b-instruct,4_options,P1
Stereotype,27,44,27,122,24,small,tiiuae--falcon-7b-instruct,4_options,P1
Conspiracy,92,100,34,263,22,small,tiiuae--falcon-7b-instruct,4_options,P2
Controversy,61,63,24,173,13,small,tiiuae--falcon-7b-instruct,4_options,P2
Fact,33,33,13,142,8,small,tiiuae--falcon-7b-instruct,4_options,P2
Fiction,13,31,27,83,23,small,tiiuae--falcon-7b-instruct,4_options,P2
Misconception,35,42,13,102,13,small,tiiuae--falcon-7b-instruct,4_options,P2
Stereotype,38,44,18,122,16,small,tiiuae--falcon-7b-instruct,4_options,P2
Conspiracy,106,100,58,263,27,small,tiiuae--falcon-7b-instruct,4_options,P3
Controversy,69,63,32,173,13,small,tiiuae--falcon-7b-instruct,4_options,P3
Fact,41,33,25,142,10,small,tiiuae--falcon-7b-instruct,4_options,P3
Fiction,19,31,19,83,16,small,tiiuae--falcon-7b-instruct,4_options,P3
Misconception,38,42,12,102,11,small,tiiuae--falcon-7b-instruct,4_options,P3
Stereotype,49,44,10,122,9,small,tiiuae--falcon-7b-instruct,4_options,P3
Conspiracy,11,0,0,263,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P1
Controversy,5,0,0,173,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P1
Fact,9,0,0,142,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P1
Fiction,2,0,0,83,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P1
Misconception,8,0,0,102,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P1
Stereotype,2,0,0,122,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P1
Conspiracy,19,0,0,263,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P2
Controversy,5,0,0,173,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P2
Fact,9,0,0,142,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P2
Fiction,18,0,0,83,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P2
Misconception,16,0,0,102,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P2
Stereotype,8,0,0,122,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P2
Conspiracy,18,0,0,263,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P3
Controversy,3,0,0,173,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P3
Fact,8,0,0,142,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P3
Fiction,6,0,0,83,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P3
Misconception,6,0,0,102,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P3
Stereotype,1,0,0,122,0,small,tiiuae--falcon-7b-instruct,4_options/option_probs,P3
Conspiracy,14,0,0,263,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P1
Controversy,13,0,0,173,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P1
Fact,1,0,0,142,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P1
Fiction,27,0,0,83,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P1
Misconception,5,0,0,102,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P1
Stereotype,2,0,0,122,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P1
Conspiracy,9,0,0,263,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P2
Controversy,12,0,0,173,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P2
Fact,2,0,0,142,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P2
Fiction,11,0,0,83,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P2
Misconception,5,0,0,102,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P2
Stereotype,5,0,0,122,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P2
Conspiracy,15,0,0,263,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P3
Controversy,12,0,0,173,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P3
Fact,2,0,0,142,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P3
Fiction,8,0,0,83,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P3
Misconception,8,0,0,102,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P3
Stereotype,1,0,0,122,0,small,Open-Orca--Mistral-7B-OpenOrca,2_options,P3
Conspiracy,14,0,0,263,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P1
Controversy,12,0,0,173,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P1
Fact,5,0,0,142,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P1
Fiction,25,0,0,83,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P1
Misconception,12,0,0,102,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P1
Stereotype,6,0,0,122,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P1
Conspiracy,12,0,0,263,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P2
Controversy,21,0,0,173,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P2
Fact,11,0,0,142,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P2
Fiction,18,0,0,83,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P2
Misconception,19,0,0,102,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P2
Stereotype,7,0,0,122,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P2
Conspiracy,9,0,0,263,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P3
Controversy,18,0,0,173,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P3
Fact,4,0,0,142,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P3
Fiction,8,0,0,83,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P3
Misconception,19,0,0,102,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P3
Stereotype,11,0,0,122,0,small,Open-Orca--Mistral-7B-OpenOrca,3_options,P3
Conspiracy,33,0,0,263,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P1
Controversy,28,0,0,173,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P1
Fact,7,0,0,142,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P1
Fiction,34,0,0,83,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P1
Misconception,15,0,0,102,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P1
Stereotype,18,0,0,122,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P1
Conspiracy,66,0,0,263,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P2
Controversy,54,0,0,173,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P2
Fact,62,0,0,142,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P2
Fiction,44,0,0,83,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P2
Misconception,31,0,0,102,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P2
Stereotype,7,0,0,122,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P2
Conspiracy,48,0,0,263,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P3
Controversy,32,0,0,173,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P3
Fact,12,0,0,142,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P3
Fiction,19,0,0,83,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P3
Misconception,11,0,0,102,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P3
Stereotype,12,0,0,122,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options,P3
Conspiracy,33,0,0,263,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P1
Controversy,28,0,0,173,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P1
Fact,7,0,0,142,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P1
Fiction,34,0,0,83,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P1
Misconception,15,0,0,102,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P1
Stereotype,18,0,0,122,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P1
Conspiracy,66,0,0,263,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P2
Controversy,54,0,0,173,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P2
Fact,62,0,0,142,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P2
Fiction,44,0,0,83,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P2
Misconception,31,0,0,102,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P2
Stereotype,7,0,0,122,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P2
Conspiracy,48,0,0,263,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P3
Controversy,32,0,0,173,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P3
Fact,12,0,0,142,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P3
Fiction,19,0,0,83,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P3
Misconception,11,0,0,102,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P3
Stereotype,12,0,0,122,0,small,Open-Orca--Mistral-7B-OpenOrca,4_options/option_probs,P3
Conspiracy,11,71,68,263,67,small,meta-llama--Llama-2-7b-chat-hf,2_options,P1
Controversy,13,37,35,173,35,small,meta-llama--Llama-2-7b-chat-hf,2_options,P1
Fact,7,12,12,142,11,small,meta-llama--Llama-2-7b-chat-hf,2_options,P1
Fiction,18,0,0,83,0,small,meta-llama--Llama-2-7b-chat-hf,2_options,P1
Misconception,9,4,3,102,3,small,meta-llama--Llama-2-7b-chat-hf,2_options,P1
Stereotype,0,98,98,122,98,small,meta-llama--Llama-2-7b-chat-hf,2_options,P1
Conspiracy,21,71,60,263,60,small,meta-llama--Llama-2-7b-chat-hf,2_options,P2
Controversy,26,37,31,173,31,small,meta-llama--Llama-2-7b-chat-hf,2_options,P2
Fact,16,12,9,142,9,small,meta-llama--Llama-2-7b-chat-hf,2_options,P2
Fiction,31,0,0,83,0,small,meta-llama--Llama-2-7b-chat-hf,2_options,P2
Misconception,30,4,3,102,3,small,meta-llama--Llama-2-7b-chat-hf,2_options,P2
Stereotype,4,98,96,122,95,small,meta-llama--Llama-2-7b-chat-hf,2_options,P2
Conspiracy,39,71,103,263,70,small,meta-llama--Llama-2-7b-chat-hf,2_options,P3
Controversy,29,37,49,173,35,small,meta-llama--Llama-2-7b-chat-hf,2_options,P3
Fact,10,12,17,142,11,small,meta-llama--Llama-2-7b-chat-hf,2_options,P3
Fiction,14,0,1,83,0,small,meta-llama--Llama-2-7b-chat-hf,2_options,P3
Misconception,16,4,7,102,4,small,meta-llama--Llama-2-7b-chat-hf,2_options,P3
Stereotype,12,98,108,122,97,small,meta-llama--Llama-2-7b-chat-hf,2_options,P3
Conspiracy,41,80,75,263,75,small,meta-llama--Llama-2-7b-chat-hf,3_options,P1
Controversy,28,34,31,173,31,small,meta-llama--Llama-2-7b-chat-hf,3_options,P1
Fact,11,7,8,142,7,small,meta-llama--Llama-2-7b-chat-hf,3_options,P1
Fiction,23,0,0,83,0,small,meta-llama--Llama-2-7b-chat-hf,3_options,P1
Misconception,16,3,2,102,2,small,meta-llama--Llama-2-7b-chat-hf,3_options,P1
Stereotype,2,99,98,122,98,small,meta-llama--Llama-2-7b-chat-hf,3_options,P1
Conspiracy,77,80,65,263,65,small,meta-llama--Llama-2-7b-chat-hf,3_options,P2
Controversy,86,34,23,173,23,small,meta-llama--Llama-2-7b-chat-hf,3_options,P2
Fact,88,7,8,142,7,small,meta-llama--Llama-2-7b-chat-hf,3_options,P2
Fiction,61,0,0,83,0,small,meta-llama--Llama-2-7b-chat-hf,3_options,P2
Misconception,59,3,2,102,2,small,meta-llama--Llama-2-7b-chat-hf,3_options,P2
Stereotype,5,99,95,122,95,small,meta-llama--Llama-2-7b-chat-hf,3_options,P2
Conspiracy,56,80,100,263,80,small,meta-llama--Llama-2-7b-chat-hf,3_options,P3
Controversy,30,34,39,173,34,small,meta-llama--Llama-2-7b-chat-hf,3_options,P3
Fact,16,7,14,142,7,small,meta-llama--Llama-2-7b-chat-hf,3_options,P3
Fiction,3,0,0,83,0,small,meta-llama--Llama-2-7b-chat-hf,3_options,P3
Misconception,16,3,4,102,3,small,meta-llama--Llama-2-7b-chat-hf,3_options,P3
Stereotype,7,99,106,122,99,small,meta-llama--Llama-2-7b-chat-hf,3_options,P3
Conspiracy,31,86,84,263,80,small,meta-llama--Llama-2-7b-chat-hf,4_options,P1
Controversy,4,31,31,173,31,small,meta-llama--Llama-2-7b-chat-hf,4_options,P1
Fact,5,9,9,142,9,small,meta-llama--Llama-2-7b-chat-hf,4_options,P1
Fiction,0,0,0,83,0,small,meta-llama--Llama-2-7b-chat-hf,4_options,P1
Misconception,3,5,5,102,4,small,meta-llama--Llama-2-7b-chat-hf,4_options,P1
Stereotype,3,98,99,122,98,small,meta-llama--Llama-2-7b-chat-hf,4_options,P1
Conspiracy,55,86,84,263,75,small,meta-llama--Llama-2-7b-chat-hf,4_options,P2
Controversy,25,31,42,173,28,small,meta-llama--Llama-2-7b-chat-hf,4_options,P2
Fact,12,9,15,142,9,small,meta-llama--Llama-2-7b-chat-hf,4_options,P2
Fiction,2,0,1,83,0,small,meta-llama--Llama-2-7b-chat-hf,4_options,P2
Misconception,13,5,10,102,4,small,meta-llama--Llama-2-7b-chat-hf,4_options,P2
Stereotype,12,98,96,122,92,small,meta-llama--Llama-2-7b-chat-hf,4_options,P2
Conspiracy,43,86,91,263,80,small,meta-llama--Llama-2-7b-chat-hf,4_options,P3
Controversy,14,31,32,173,28,small,meta-llama--Llama-2-7b-chat-hf,4_options,P3
Fact,10,9,8,142,8,small,meta-llama--Llama-2-7b-chat-hf,4_options,P3
Fiction,2,0,2,83,0,small,meta-llama--Llama-2-7b-chat-hf,4_options,P3
Misconception,2,5,4,102,4,small,meta-llama--Llama-2-7b-chat-hf,4_options,P3
Stereotype,10,98,105,122,98,small,meta-llama--Llama-2-7b-chat-hf,4_options,P3
Conspiracy,0,0,0,263,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P1
Controversy,0,0,0,173,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P1
Fact,0,0,0,142,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P1
Fiction,0,0,0,83,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P1
Misconception,0,0,0,102,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P1
Stereotype,2,0,0,122,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P1
Conspiracy,0,0,0,263,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P2
Controversy,0,0,0,173,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P2
Fact,0,0,0,142,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P2
Fiction,0,0,0,83,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P2
Misconception,0,0,0,102,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P2
Stereotype,1,0,0,122,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P2
Conspiracy,0,0,0,263,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P3
Controversy,0,0,0,173,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P3
Fact,0,0,0,142,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P3
Fiction,0,0,0,83,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P3
Misconception,0,0,0,102,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P3
Stereotype,11,0,0,122,0,small,meta-llama--Llama-2-7b-chat-hf,4_options/option_probs,P3
Conspiracy,30,0,0,263,0,small,EleutherAI--gpt-j-6b,2_options,P1
Controversy,25,0,0,173,0,small,EleutherAI--gpt-j-6b,2_options,P1
Fact,35,0,0,142,0,small,EleutherAI--gpt-j-6b,2_options,P1
Fiction,15,0,0,83,0,small,EleutherAI--gpt-j-6b,2_options,P1
Misconception,33,0,0,102,0,small,EleutherAI--gpt-j-6b,2_options,P1
Stereotype,5,0,0,122,0,small,EleutherAI--gpt-j-6b,2_options,P1
Conspiracy,25,0,0,263,0,small,EleutherAI--gpt-j-6b,2_options,P2
Controversy,30,0,0,173,0,small,EleutherAI--gpt-j-6b,2_options,P2
Fact,37,0,0,142,0,small,EleutherAI--gpt-j-6b,2_options,P2
Fiction,16,0,0,83,0,small,EleutherAI--gpt-j-6b,2_options,P2
Misconception,43,0,0,102,0,small,EleutherAI--gpt-j-6b,2_options,P2
Stereotype,10,0,0,122,0,small,EleutherAI--gpt-j-6b,2_options,P2
Conspiracy,26,0,0,263,0,small,EleutherAI--gpt-j-6b,2_options,P3
Controversy,22,0,0,173,0,small,EleutherAI--gpt-j-6b,2_options,P3
Fact,29,0,0,142,0,small,EleutherAI--gpt-j-6b,2_options,P3
Fiction,12,0,0,83,0,small,EleutherAI--gpt-j-6b,2_options,P3
Misconception,22,0,0,102,0,small,EleutherAI--gpt-j-6b,2_options,P3
Stereotype,3,0,0,122,0,small,EleutherAI--gpt-j-6b,2_options,P3
Conspiracy,0,0,0,263,0,small,EleutherAI--gpt-j-6b,3_options,P1
Controversy,0,0,0,173,0,small,EleutherAI--gpt-j-6b,3_options,P1
Fact,0,0,0,142,0,small,EleutherAI--gpt-j-6b,3_options,P1
Fiction,0,0,0,83,0,small,EleutherAI--gpt-j-6b,3_options,P1
Misconception,0,0,0,102,0,small,EleutherAI--gpt-j-6b,3_options,P1
Stereotype,2,0,0,122,0,small,EleutherAI--gpt-j-6b,3_options,P1
Conspiracy,0,0,0,263,0,small,EleutherAI--gpt-j-6b,3_options,P2
Controversy,1,0,0,173,0,small,EleutherAI--gpt-j-6b,3_options,P2
Fact,0,0,0,142,0,small,EleutherAI--gpt-j-6b,3_options,P2
Fiction,0,0,0,83,0,small,EleutherAI--gpt-j-6b,3_options,P2
Misconception,2,0,0,102,0,small,EleutherAI--gpt-j-6b,3_options,P2
Stereotype,1,0,0,122,0,small,EleutherAI--gpt-j-6b,3_options,P2
Conspiracy,0,0,0,263,0,small,EleutherAI--gpt-j-6b,3_options,P3
Controversy,3,0,0,173,0,small,EleutherAI--gpt-j-6b,3_options,P3
Fact,0,0,0,142,0,small,EleutherAI--gpt-j-6b,3_options,P3
Fiction,0,0,0,83,0,small,EleutherAI--gpt-j-6b,3_options,P3
Misconception,3,0,0,102,0,small,EleutherAI--gpt-j-6b,3_options,P3
Stereotype,7,0,0,122,0,small,EleutherAI--gpt-j-6b,3_options,P3
Conspiracy,1,259,259,263,259,small,EleutherAI--gpt-j-6b,4_options,P1
Controversy,1,167,167,173,167,small,EleutherAI--gpt-j-6b,4_options,P1
Fact,1,140,140,142,140,small,EleutherAI--gpt-j-6b,4_options,P1
Fiction,0,83,83,83,83,small,EleutherAI--gpt-j-6b,4_options,P1
Misconception,1,101,101,102,101,small,EleutherAI--gpt-j-6b,4_options,P1
Stereotype,0,121,121,122,121,small,EleutherAI--gpt-j-6b,4_options,P1
Conspiracy,3,259,260,263,259,small,EleutherAI--gpt-j-6b,4_options,P2
Controversy,3,167,168,173,167,small,EleutherAI--gpt-j-6b,4_options,P2
Fact,1,140,140,142,140,small,EleutherAI--gpt-j-6b,4_options,P2
Fiction,0,83,83,83,83,small,EleutherAI--gpt-j-6b,4_options,P2
Misconception,1,101,101,102,101,small,EleutherAI--gpt-j-6b,4_options,P2
Stereotype,0,121,121,122,121,small,EleutherAI--gpt-j-6b,4_options,P2
Conspiracy,3,259,260,263,259,small,EleutherAI--gpt-j-6b,4_options,P3
Controversy,3,167,169,173,167,small,EleutherAI--gpt-j-6b,4_options,P3
Fact,1,140,140,142,140,small,EleutherAI--gpt-j-6b,4_options,P3
Fiction,0,83,83,83,83,small,EleutherAI--gpt-j-6b,4_options,P3
Misconception,1,101,101,102,101,small,EleutherAI--gpt-j-6b,4_options,P3
Stereotype,0,121,121,122,121,small,EleutherAI--gpt-j-6b,4_options,P3
Conspiracy,15,0,0,263,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P1
Controversy,10,0,0,173,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P1
Fact,7,0,0,142,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P1
Fiction,15,0,0,83,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P1
Misconception,14,0,0,102,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P1
Stereotype,0,0,0,122,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P1
Conspiracy,57,0,0,263,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P2
Controversy,36,0,0,173,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P2
Fact,26,0,0,142,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P2
Fiction,21,0,0,83,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P2
Misconception,26,0,0,102,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P2
Stereotype,32,0,0,122,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P2
Conspiracy,15,0,0,263,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P3
Controversy,12,0,0,173,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P3
Fact,15,0,0,142,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P3
Fiction,26,0,0,83,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P3
Misconception,17,0,0,102,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P3
Stereotype,0,0,0,122,0,small,EleutherAI--gpt-j-6b,4_options/option_probs,P3
Conspiracy,2,0,0,263,0,small,meta-llama--Llama-2-7b-hf,2_options,P1
Controversy,6,0,0,173,0,small,meta-llama--Llama-2-7b-hf,2_options,P1
Fact,5,0,0,142,0,small,meta-llama--Llama-2-7b-hf,2_options,P1
Fiction,2,0,0,83,0,small,meta-llama--Llama-2-7b-hf,2_options,P1
Misconception,2,0,0,102,0,small,meta-llama--Llama-2-7b-hf,2_options,P1
Stereotype,0,0,0,122,0,small,meta-llama--Llama-2-7b-hf,2_options,P1
Conspiracy,2,0,0,263,0,small,meta-llama--Llama-2-7b-hf,2_options,P2
Controversy,9,0,0,173,0,small,meta-llama--Llama-2-7b-hf,2_options,P2
Fact,9,0,0,142,0,small,meta-llama--Llama-2-7b-hf,2_options,P2
Fiction,1,0,0,83,0,small,meta-llama--Llama-2-7b-hf,2_options,P2
Misconception,2,0,0,102,0,small,meta-llama--Llama-2-7b-hf,2_options,P2
Stereotype,0,0,0,122,0,small,meta-llama--Llama-2-7b-hf,2_options,P2
Conspiracy,2,0,0,263,0,small,meta-llama--Llama-2-7b-hf,2_options,P3
Controversy,11,0,0,173,0,small,meta-llama--Llama-2-7b-hf,2_options,P3
Fact,15,0,0,142,0,small,meta-llama--Llama-2-7b-hf,2_options,P3
Fiction,3,0,0,83,0,small,meta-llama--Llama-2-7b-hf,2_options,P3
Misconception,6,0,0,102,0,small,meta-llama--Llama-2-7b-hf,2_options,P3
Stereotype,0,0,0,122,0,small,meta-llama--Llama-2-7b-hf,2_options,P3
Conspiracy,22,0,0,263,0,small,meta-llama--Llama-2-7b-hf,3_options,P1
Controversy,18,0,0,173,0,small,meta-llama--Llama-2-7b-hf,3_options,P1
Fact,24,0,0,142,0,small,meta-llama--Llama-2-7b-hf,3_options,P1
Fiction,17,0,0,83,0,small,meta-llama--Llama-2-7b-hf,3_options,P1
Misconception,10,0,0,102,0,small,meta-llama--Llama-2-7b-hf,3_options,P1
Stereotype,15,0,0,122,0,small,meta-llama--Llama-2-7b-hf,3_options,P1
Conspiracy,18,0,0,263,0,small,meta-llama--Llama-2-7b-hf,3_options,P2
Controversy,23,0,0,173,0,small,meta-llama--Llama-2-7b-hf,3_options,P2
Fact,22,0,0,142,0,small,meta-llama--Llama-2-7b-hf,3_options,P2
Fiction,4,0,0,83,0,small,meta-llama--Llama-2-7b-hf,3_options,P2
Misconception,5,0,0,102,0,small,meta-llama--Llama-2-7b-hf,3_options,P2
Stereotype,19,0,0,122,0,small,meta-llama--Llama-2-7b-hf,3_options,P2
Conspiracy,33,0,0,263,0,small,meta-llama--Llama-2-7b-hf,3_options,P3
Controversy,43,0,0,173,0,small,meta-llama--Llama-2-7b-hf,3_options,P3
Fact,33,0,0,142,0,small,meta-llama--Llama-2-7b-hf,3_options,P3
Fiction,8,0,0,83,0,small,meta-llama--Llama-2-7b-hf,3_options,P3
Misconception,11,0,0,102,0,small,meta-llama--Llama-2-7b-hf,3_options,P3
Stereotype,55,0,0,122,0,small,meta-llama--Llama-2-7b-hf,3_options,P3
Conspiracy,0,263,263,263,263,small,meta-llama--Llama-2-7b-hf,4_options,P1
Controversy,0,173,173,173,173,small,meta-llama--Llama-2-7b-hf,4_options,P1
Fact,0,142,142,142,142,small,meta-llama--Llama-2-7b-hf,4_options,P1
Fiction,0,83,83,83,83,small,meta-llama--Llama-2-7b-hf,4_options,P1
